"item_id","start_count"
53952,61
46567,61
45920,61
285819,61
284832,61
105133,61
4019,61
107494,61
27340,61
249807,61
290300,61
19074,61
109729,61
199245,61
266474,61
305477,61
287589,61
60973,61
14175,60
313671,60
313430,60
70954,60
263709,60
52960,60
116651,60
114351,60
204704,60
3379,60
182557,60
155135,60
5226,60
257509,60
209370,60
149244,60
16980,60
9865,60
186767,60
175263,60
38198,60
316087,60
32880,60
235773,60
13343,60
98038,60
152295,60
201421,60
233716,60
147043,60
84277,60
49665,60
12241,60
266951,59
169780,59
64872,59
31959,59
252986,59
25740,59
210586,59
210311,59
133257,59
251383,59
92500,59
39703,59
183371,59
316537,59
209168,59
275408,59
49561,59
225121,59
207642,59
207431,59
257618,59
308500,59
306804,59
200356,59
241194,59
109834,59
228274,59
217804,59
262204,59
69550,59
61327,59
189464,59
159755,59
263213,59
192853,58
73037,58
208534,58
313137,58
282680,58
63645,58
264279,58
60502,58
2137,58
136717,58
57422,58
255621,58
173667,58
87770,58
137842,58
193170,58
104104,58
151784,58
107404,58
14632,58
159887,58
290741,58
139808,58
60934,58
257452,58
3042,58
260575,58
162000,58
159413,58
306411,58
121015,58
259092,58
248959,57
252387,57
208145,57
120855,57
164000,57
62372,57
141122,57
191769,57
147736,57
230873,57
78270,57
78340,57
45014,57
286047,57
170789,57
301509,57
127352,57
290932,57
103201,57
292645,57
313005,57
89963,57
257062,57
104869,57
183336,57
31294,57
239354,57
180291,57
204578,57
229263,57
61864,57
298470,57
308138,57
25105,57
220424,57
259277,57
240789,56
23049,56
278187,56
158761,56
238531,56
106265,56
218177,56
5512,56
153135,56
167780,56
47439,56
97722,56
111207,56
198788,56
249161,56
93505,56
52933,56
198437,56
294290,56
164646,56
49543,56
124217,56
156625,56
286001,56
281514,56
8045,56
251132,56
67411,56
155191,56
186847,56
281372,56
145600,56
36312,56
186161,56
74801,56
180316,56
108080,56
186047,56
238832,56
266507,55
243007,55
233042,55
117160,55
53820,55
62863,55
312792,55
178402,55
234497,55
225678,55
15688,55
36624,55
317844,55
40038,55
101215,55
254428,55
92610,55
146515,55
96598,55
314071,55
297013,55
110817,55
34209,55
265359,55
146792,55
287538,55
164714,55
165877,55
105986,55
256612,55
113059,55
144856,55
234324,55
114293,55
272381,55
42644,55
2028,55
303571,55
42799,55
318498,55
50499,55
284564,55
224871,55
64676,54
15449,54
27746,54
28815,54
237942,54
312731,54
249281,54
249857,54
307851,54
67771,54
163270,54
254182,54
185708,54
142354,54
321343,54
54374,54
2858,54
131575,54
136668,54
83202,54
56084,54
201173,54
229772,54
7503,54
4494,54
159086,54
227960,54
265489,54
321374,54
20318,54
166439,54
103407,54
156190,54
271511,54
223131,54
290270,54
74841,54
287897,54
165141,54
17442,54
115472,54
65501,54
17256,54
284592,54
150731,54
245548,54
278315,54
123252,53
76142,53
133027,53
288887,53
85429,53
11121,53
247725,53
164367,53
90206,53
15192,53
65912,53
232608,53
138816,53
143556,53
170988,53
315787,53
36963,53
81869,53
64448,53
194067,53
318521,53
17518,53
264910,53
300068,53
87214,53
49617,53
187599,53
109472,53
72781,53
10070,53
131745,53
309527,53
37346,53
3528,53
152551,53
240571,53
213154,53
141211,53
166437,53
93210,53
192507,53
193072,53
299804,53
101097,53
227773,52
177687,52
296996,52
161761,52
257007,52
14898,52
111190,52
45483,52
264485,52
139978,52
194601,52
113690,52
86818,52
215062,52
133158,52
32979,52
158105,52
318538,52
236157,52
148039,52
118365,52
308953,52
306208,52
109996,52
288711,52
58571,52
286039,52
293589,52
246578,52
285291,52
114815,52
174029,52
114228,52
135398,52
88397,52
179635,52
28885,52
64660,52
121547,52
63909,52
11856,52
146926,52
204133,52
3317,52
69288,52
147838,51
105459,51
319277,51
84192,51
134403,51
287535,51
212165,51
273294,51
20381,51
321049,51
131421,51
2537,51
15285,51
94375,51
186441,51
108655,51
136394,51
2789,51
152708,51
270473,51
203933,51
177457,51
269148,51
68088,51
142525,51
7841,51
229195,51
204337,51
4442,51
73911,51
299287,51
257632,51
61345,51
139115,51
153438,51
318930,51
318109,51
148868,51
311476,51
191796,51
76608,51
184247,51
164471,51
313555,51
6290,51
260166,51
43851,51
238983,51
319282,51
288113,51
60146,51
163761,51
124546,51
76904,50
291957,50
119679,50
256880,50
54366,50
62649,50
300229,50
301580,50
30327,50
130847,50
119013,50
12186,50
46972,50
127667,50
109355,50
280625,50
239155,50
36304,50
296163,50
30782,50
100337,50
90230,50
141270,50
13953,50
106235,50
257746,50
4382,50
145185,50
115158,50
199064,50
259491,50
158016,50
52343,50
94868,50
260649,50
51480,50
40389,50
260550,50
109040,50
142275,50
309223,50
304313,50
35436,50
303421,50
283614,50
142696,50
290869,50
25100,50
22066,50
28495,50
126070,50
145411,50
13955,50
90246,50
64275,50
243595,50
92867,49
215581,49
1165,49
307819,49
214814,49
131752,49
10912,49
161876,49
276692,49
286773,49
44993,49
128311,49
284521,49
15649,49
299858,49
227718,49
249894,49
139951,49
156101,49
57214,49
121640,49
147954,49
47906,49
306973,49
52736,49
79711,49
40933,49
304536,49
185952,49
265592,49
240995,49
245046,49
115207,49
13565,49
171559,49
247220,49
233469,49
135356,49
272281,49
188636,49
199541,49
198254,49
156772,49
293615,49
180275,49
164340,49
300528,49
269979,49
205243,49
255971,49
47714,49
186811,49
176670,49
146732,49
76094,49
299273,49
65327,49
168854,49
138608,49
182520,49
296652,48
76981,48
269126,48
294064,48
137508,48
229632,48
116878,48
187470,48
38713,48
127871,48
119888,48
264386,48
152914,48
215677,48
22768,48
318678,48
109301,48
227443,48
237005,48
311444,48
78518,48
278681,48
192398,48
109874,48
259925,48
39765,48
74474,48
20402,48
313631,48
61295,48
114622,48
31873,48
74666,48
1198,48
170144,48
253746,48
53362,48
113878,48
125814,48
254338,48
51739,48
68082,48
92165,48
255859,48
59446,48
123912,48
268821,48
171757,48
171875,48
83722,47
290713,47
264759,47
298305,47
53092,47
320470,47
87482,47
45222,47
301837,47
134155,47
228282,47
245268,47
247752,47
163384,47
209334,47
22711,47
281243,47
188186,47
260055,47
248931,47
179283,47
228471,47
6786,47
308269,47
140894,47
107932,47
232340,47
255542,47
144182,47
1993,47
119094,47
165247,47
98366,47
236729,47
161902,47
22477,47
157902,47
50747,47
113154,47
58788,47
123310,47
39881,47
218524,47
78252,47
13526,47
85037,47
23615,47
238392,47
82576,47
160334,47
155358,46
77993,46
20460,46
26472,46
286566,46
142766,46
252654,46
42354,46
260186,46
33468,46
194980,46
103506,46
289092,46
240385,46
26726,46
311251,46
284742,46
155574,46
41846,46
34803,46
112101,46
307707,46
239533,46
229752,46
55513,46
27071,46
242936,46
73266,46
14987,46
71375,46
29305,46
96126,46
112102,46
145461,46
268138,46
97332,46
248509,46
65834,46
160304,46
185479,46
127684,46
299626,46
107441,46
202310,46
156768,46
128905,46
302701,46
241125,46
203359,46
294806,46
62854,46
302496,46
111822,46
218138,46
35506,46
99550,46
3722,46
235910,46
44226,46
56927,46
24322,46
226566,46
74599,46
211879,46
247343,45
244399,45
128237,45
195166,45
318502,45
11464,45
177762,45
212799,45
33588,45
187080,45
83503,45
32815,45
211231,45
92367,45
93641,45
321044,45
272468,45
120031,45
312129,45
267330,45
316512,45
181367,45
212352,45
163524,45
171298,45
85939,45
293824,45
175139,45
35955,45
318404,45
180719,45
57585,45
114486,45
116768,45
3498,45
256671,45
182181,45
154941,45
204934,45
176977,45
316782,45
9790,45
284160,45
303767,45
250970,45
87400,45
303719,45
298835,45
176589,45
82852,45
271951,45
62715,45
116233,45
90986,45
304223,45
21227,45
144939,45
94873,45
144522,45
138369,45
289614,45
70857,45
69189,45
305215,45
66537,45
57022,45
85782,45
147460,45
314505,45
119383,45
176804,45
81812,45
42495,45
221430,45
88320,45
81652,44
128170,44
203105,44
76962,44
8000,44
228521,44
76922,44
128967,44
167814,44
107436,44
201788,44
85153,44
201635,44
106782,44
77695,44
102347,44
146247,44
158821,44
146535,44
200397,44
305931,44
199507,44
199097,44
198916,44
161894,44
41575,44
112014,44
189700,44
294317,44
269087,44
172357,44
293946,44
186477,44
28525,44
57534,44
270177,44
131980,44
81489,44
54384,44
234049,44
64637,44
270953,44
271233,44
11369,44
290874,44
170932,44
64754,44
290002,44
272226,44
12074,44
114245,44
142131,44
235327,44
165792,44
221956,44
321015,44
74639,44
212144,44
251070,44
3411,44
183423,44
49845,44
89665,44
13402,44
46900,44
71955,44
121169,44
275387,44
218665,44
214411,44
37217,44
136149,44
2578,44
283365,44
101044,44
244502,44
16556,44
30545,44
116773,44
277031,44
240594,44
15340,44
14746,44
219071,44
117184,44
109488,43
273326,43
64,43
260999,43
163237,43
116603,43
143054,43
256294,43
122569,43
104778,43
247437,43
145897,43
128989,43
57884,43
234389,43
262907,43
232244,43
230982,43
209697,43
177878,43
237019,43
18599,43
261831,43
69484,43
236517,43
43061,43
34587,43
230971,43
287036,43
843,43
286678,43
163214,43
249205,43
79564,43
242343,43
258450,43
121917,43
169383,43
164970,43
123890,43
274334,43
210169,43
236562,43
29407,43
77581,43
124657,43
185522,43
107656,43
247423,43
318729,43
296506,43
195102,43
14577,43
117484,43
85775,43
72717,43
150980,43
173893,43
182972,43
297753,43
188683,43
132276,43
252293,43
54414,43
208728,43
264103,43
131111,43
115559,43
245087,43
25496,43
42227,43
82566,43
121279,43
54746,43
121232,43
69784,43
236964,43
5725,43
60003,43
281669,43
20121,43
106555,43
74534,43
64133,43
47417,43
257995,43
80688,43
177527,43
187774,43
197488,42
106103,42
318291,42
156577,42
259591,42
257451,42
286938,42
251470,42
212543,42
31660,42
99148,42
44200,42
107897,42
59426,42
258837,42
216660,42
9321,42
306545,42
292087,42
262717,42
45266,42
245428,42
30679,42
145539,42
139817,42
125226,42
176265,42
228490,42
42833,42
136255,42
225139,42
97734,42
94316,42
102689,42
116649,42
40806,42
188313,42
129159,42
38993,42
138343,42
238242,42
127647,42
248487,42
37235,42
92344,42
241712,42
318234,42
67075,42
192648,42
161800,42
254741,42
173090,42
13996,42
170761,42
293974,42
254215,42
178882,42
173100,42
18340,42
83980,42
19887,42
289887,42
304549,42
295847,42
289737,42
53322,42
307710,42
256911,42
267436,42
93582,42
183938,42
14970,42
209217,42
222403,42
54791,42
319689,42
126878,42
200993,42
285932,42
260331,42
129935,42
288915,42
176956,42
265944,42
198399,42
315103,42
36460,42
86239,42
286322,42
267103,42
211365,42
252897,42
107783,42
162959,41
248066,41
28897,41
111537,41
68639,41
167815,41
44664,41
42221,41
153757,41
157886,41
32456,41
82812,41
176298,41
51312,41
256602,41
73038,41
210743,41
22392,41
271241,41
189082,41
300108,41
74664,41
73248,41
244933,41
274536,41
293796,41
76429,41
46918,41
251128,41
144406,41
216062,41
282109,41
177307,41
245569,41
70277,41
113015,41
239388,41
42891,41
7698,41
104335,41
41880,41
193434,41
163991,41
222395,41
281768,41
19248,41
52972,41
306140,41
119594,41
146098,41
188154,41
202588,41
274838,41
136745,41
123121,41
314073,41
283826,41
214987,41
195971,41
41672,41
105355,41
180015,41
24507,41
86828,41
56603,41
91105,41
242192,41
131875,41
253373,41
239775,41
312630,41
196642,41
201829,41
23799,41
51778,41
64686,41
293532,41
201499,41
121606,41
26000,41
63728,41
269970,41
74069,41
195729,41
25394,41
6679,41
186710,41
293183,41
159544,41
77104,41
148601,41
184689,41
291153,41
88431,41
40090,41
207736,40
176613,40
239098,40
162620,40
68543,40
268822,40
612,40
159655,40
24825,40
189644,40
92446,40
11313,40
51949,40
123451,40
162824,40
268381,40
318968,40
198753,40
198773,40
32294,40
277844,40
155764,40
111262,40
53822,40
268115,40
40513,40
133712,40
130642,40
228824,40
289241,40
267391,40
272415,40
166046,40
296192,40
98040,40
235427,40
104130,40
235505,40
122125,40
82554,40
136773,40
105421,40
71660,40
181603,40
114690,40
149296,40
296871,40
130475,40
186680,40
110568,40
287321,40
5117,40
161550,40
85237,40
121682,40
168916,40
273637,40
161503,40
251376,40
259362,40
90746,40
134838,40
89874,40
43976,40
85786,40
274410,40
81296,40
301874,40
135208,40
285295,40
166409,40
304828,40
149984,40
231051,40
184148,40
95121,40
47689,40
284626,40
284561,40
109316,40
237496,40
115946,40
275761,40
101507,40
276013,40
3638,40
310044,40
136016,40
73955,40
238353,40
29955,40
3422,40
230492,40
302821,40
103708,40
282819,40
77289,40
140244,40
202547,40
37508,40
8017,40
16163,40
311329,40
151876,40
171916,40
143056,40
281593,39
266854,39
51822,39
19705,39
295735,39
38917,39
314544,39
129200,39
301434,39
139253,39
315235,39
167365,39
193578,39
66312,39
136646,39
74346,39
220668,39
183270,39
170735,39
16080,39
321633,39
41338,39
62658,39
89737,39
85409,39
274721,39
140791,39
238108,39
303314,39
91578,39
199241,39
204877,39
158113,39
249087,39
122152,39
107050,39
37559,39
204681,39
19998,39
311333,39
261378,39
9581,39
257181,39
128077,39
186717,39
243681,39
160710,39
29802,39
170176,39
60832,39
315451,39
286365,39
230208,39
49342,39
162716,39
9623,39
90557,39
274866,39
175193,39
126615,39
80280,39
262151,39
49795,39
68809,39
5507,39
55823,39
277878,39
245384,39
200439,39
109850,39
316996,39
281705,39
152781,39
302152,39
231519,39
236484,39
170321,39
151278,39
28281,39
231409,39
300192,39
162590,39
164820,39
60616,39
82156,39
52979,39
145235,39
286213,39
133475,39
288026,39
281129,39
83608,39
139656,39
84598,39
19449,39
116689,39
294369,39
20827,39
147868,39
73270,39
69523,39
157056,39
88367,39
289872,39
68596,39
115886,39
257074,39
206224,39
263212,39
169094,39
59449,39
194885,39
137996,39
131284,39
221525,39
92284,39
126882,38
235470,38
205576,38
258452,38
72627,38
93902,38
68457,38
55252,38
258438,38
208447,38
141110,38
311322,38
269260,38
216856,38
122385,38
309700,38
164443,38
173395,38
158918,38
115626,38
316326,38
265718,38
21849,38
115693,38
41217,38
172220,38
275364,38
57227,38
173161,38
201255,38
184435,38
261062,38
143103,38
31399,38
9794,38
319448,38
256689,38
153527,38
249247,38
178889,38
320006,38
153523,38
9806,38
144690,38
210030,38
195793,38
261322,38
303754,38
230775,38
70,38
178821,38
317628,38
8463,38
220145,38
4327,38
133091,38
158084,38
41422,38
223142,38
271735,38
128302,38
268286,38
281642,38
77408,38
301367,38
113350,38
19708,38
123184,38
160383,38
73918,38
248362,38
310697,38
238426,38
219877,38
29990,38
102624,38
209056,38
52812,38
233650,38
68162,38
162785,38
191465,38
308291,38
150817,38
119644,38
140151,38
54393,38
282288,38
157666,38
142687,38
318083,38
202691,38
84647,38
143677,38
31739,38
163852,38
61473,38
141388,38
279181,38
16056,38
212011,38
181441,38
300450,38
75682,38
33256,38
43255,38
226708,38
258599,38
235725,38
279038,38
161454,38
35171,38
292436,38
306913,38
258542,38
90772,38
79316,38
19691,37
231480,37
164501,37
201045,37
36097,37
310521,37
135431,37
233073,37
154946,37
96002,37
193505,37
102176,37
270191,37
133446,37
55634,37
291699,37
101159,37
130786,37
318898,37
302043,37
113903,37
167399,37
255374,37
79189,37
107817,37
247961,37
281142,37
268516,37
245064,37
268785,37
111897,37
300712,37
131144,37
221431,37
16366,37
147103,37
142795,37
187887,37
58251,37
275001,37
10968,37
296495,37
217163,37
300258,37
152716,37
8940,37
128403,37
172469,37
220921,37
124404,37
177113,37
308756,37
63914,37
173012,37
13395,37
43215,37
228680,37
250690,37
296033,37
245522,37
3347,37
193704,37
279433,37
270491,37
200961,37
67787,37
269054,37
56460,37
283775,37
119488,37
199498,37
200952,37
319781,37
161866,37
276085,37
142373,37
246992,37
143064,37
308591,37
169183,37
120720,37
116153,37
188,37
129357,37
178262,37
54025,37
72159,37
90420,37
241608,37
277842,37
162981,37
143448,37
120540,37
48926,37
189738,37
253015,37
55286,37
266768,37
243070,37
147024,37
61684,37
237590,37
249337,37
117805,37
196223,37
82485,37
221704,37
181570,37
170978,37
163185,37
138257,37
120234,37
249569,37
191604,37
86445,37
76145,37
209905,37
167642,37
44624,37
112169,37
239296,37
41836,37
229482,37
291195,37
174881,37
300398,37
62432,37
197597,37
162348,37
98006,37
301014,37
178673,36
136992,36
245595,36
28581,36
137532,36
88774,36
244711,36
65933,36
78401,36
307977,36
193310,36
169297,36
193767,36
314096,36
194104,36
170219,36
179575,36
163137,36
188985,36
196161,36
48282,36
57503,36
162521,36
307208,36
198922,36
199104,36
161682,36
173875,36
309757,36
53499,36
106331,36
80487,36
304821,36
